name	chrom	start	stop	length
KC6	18	41480271	41520677	40406
SYT4	18	43267892	43277490	9598
LINC01601	18	44531779	44553903	22124
EPG5	18	45847609	45967329	119720
SKOR2	18	47206169	47251660	45491
SMAD2	18	47808957	47931146	122189
SMAD7	18	48919853	48950711	30858
SNHG22	18	49814023	49851059	37036
MBD1	18	50266882	50281774	14892
ELAC1	18	50968040	50988121	20081
LOC642484	18	56003613	56191262	187649
LINC01905	18	56042278	56096315	54037
LINC01539	18	56083356	56137536	54180
BOD1L2	18	57147087	57150410	3323
NARS1	18	57600656	57621836	21180
LOC100505549	18	57630331	57669283	38952
ATP8B1	18	57646426	57803315	156889
ALPK2	18	58481250	58629091	147841
LINC01926	18	58813880	58834366	20486
CCBE1	18	59430939	59697423	266484
BCL2	18	63123346	63319380	196034
SERPINB8	18	63970029	64019779	49750
CDH19	18	66501085	66604090	103005
CCDC102B	18	68715216	69055189	339973
LINC01899	18	71732616	71782226	49610
LINC02864	18	73154058	73264498	110440
LINC02582	18	73324941	73349889	24948
C18orf63	18	74315839	74359189	43350
DIPK1C	18	74435728	74457268	21540
LINC01898	18	75696083	75712403	16320
ZNF516	18	76357682	76495242	137560
LOC101927989	18	76491652	76493915	2263
LINC01879	18	76690029	76693636	3607
TXNL4A	18	79970813	80033936	63123
ADNP2	18	80109262	80140345	31083
MIER2	19	305575	344841	39266
ODF3L2	19	463346	474983	11637
MADCAM1	19	496486	505343	8857
GZMM	19	544053	549922	5869
HCN2	19	589881	617159	27278
FGF22	19	639895	644373	4478
RNF126	19	647526	663214	15688
FAM174C	19	1275530	1279228	3698
NDUFS7	19	1383907	1395584	11677
MEX3D	19	1554669	1568325	13656
MBD3	19	1573596	1592865	19269
UQCR11	19	1597169	1605462	8293
ADAT3	19	1905399	1913447	8048
CSNK1G2-AS1	19	1952527	1954549	2022
MKNK2	19	2037471	2051244	13773
MOB3A	19	2071036	2096326	25290
IZUMO4	19	2096915	2099590	2675
AP3D1	19	2100988	2151566	50578
LINGO3	19	2289784	2308154	18370
LSM7	19	2321521	2328586	7065
TMPRSS9	19	2389771	2426258	36487
SMIM24	19	3473986	3480525	6539
DOHH	19	3490824	3500674	9850
TBXA2R	19	3594507	3606875	12368
CACTIN-AS1	19	3607247	3613930	6683
MRPL54	19	3762682	3767565	4883
MAP2K2	19	4090322	4124129	33807
SHD	19	4279069	4290722	11653
CHAF1A	19	4402640	4443397	40757
MIR7-3HG	19	4769105	4772556	3451
PTPRS	19	5205508	5340812	135304
SAFB2	19	5586999	5622776	35777
DUS3L	19	5785142	5791163	6021
FUT5	19	5865826	5870540	4714
VMAC	19	5904872	5910853	5981
CLPP	19	6361531	6370242	8711
SLC25A41	19	6426037	6433763	7726
TUBB4A	19	6494319	6502848	8529
TNFSF9	19	6531026	6535924	4898
CD70	19	6581648	6591150	9502
TRIP10	19	6739680	6751530	11850
VAV1	19	6772708	6857361	84653
MBD3L4	19	7037744	7040173	2429
ZNF358	19	7516103	7521025	4922
STXBP2	19	7637110	7647873	10763
CD209	19	7739995	7747534	7539
PRR36	19	7868719	7874390	5671
MAP2K7	19	7903877	7914478	10601
SNAPC2	19	7920338	7923250	2912
CERS4	19	8209370	8262420	53050
NDUFA7	19	8308603	8321413	12810
MYO1F	19	8520788	8577442	56654
ZNF699	19	9291140	9309838	18698
ZNF559	19	9323772	9345898	22126
ZNF177	19	9363013	9382617	19604
ZNF560	19	9466355	9498616	32261
ZNF812P	19	9688860	9700776	11916
UBL5	19	9827918	9830115	2197
COL5A3	19	9959561	10010504	50943
RDH8	19	10013483	10022279	8796
DNMT1	19	10133346	10194953	61607
ZGLP1	19	10304803	10309557	4754
FDX2	19	10310045	10316015	5970
KEAP1	19	10486125	10503356	17231
ATG4D	19	10543904	10553418	9514
AP1M2	19	10572671	10587312	14641
CARM1	19	10871553	10923073	51520
LDLR	19	11089463	11133820	44357
KANK2	19	11164267	11197545	33278
LOC105372273	19	11203628	11216168	12540
TSPAN16	19	11296160	11326996	30836
PLPPR2	19	11355432	11365698	10266
CCDC151	19	11420605	11435782	15177
ZNF441	19	11767000	11784078	17078
ZNF625-ZNF20	19	12131353	12156731	25378
ZNF709	19	12461184	12484816	23632
ZNF791	19	12610920	12633821	22901
MAN2B1	19	12646508	12666777	20269
TRMT1	19	13104900	13116740	11840
IER2	19	13150411	13154911	4500
DCAF15	19	13952474	13961449	8975
RFX1	19	13961530	14006320	44790
LOC100507373	19	14137152	14171263	34111
ADGRL1	19	14147743	14206169	58426
TECR	19	14529560	14565980	36420
NDUFB7	19	14566078	14572066	5988
ADGRE3	19	14619117	14674918	55801
ZNF333	19	14690048	14733742	43694
CCDC105	19	15010726	15023276	12550
ILVBL	19	15114987	15125786	10799
BRD4	19	15237490	15332539	95049
CYP4F3	19	15640897	15662825	21928
LINC00905	19	16033713	16042135	8422
KLF2	19	16324826	16328685	3859
CPAMD8	19	16892951	17026810	133859
USHBP1	19	17249174	17264745	15571
ABHD8	19	17292131	17303425	11294
NXNL1	19	17455425	17460926	5501
SLC27A1	19	17470524	17506168	35644
NIBAN3	19	17523301	17553843	30542
SLC5A5	19	17871945	17895174	23229
MAST3	19	18097778	18151686	53908
IFI30	19	18173813	18178117	4304
ELL	19	18442663	18522070	79407
KXD1	19	18557762	18569387	11625
COMP	19	18782773	18791305	8532
GDF1	19	18868545	18896158	27613
COPE	19	18899514	18919387	19873
NR2C2AP	19	19201411	19203414	2003
SUGP1	19	19276033	19320509	44476
MAU2	19	19320829	19358754	37925
PBX4	19	19561713	19618687	56974
ZNF101	19	19668153	19683506	15353
ZNF14	19	19710472	19733112	22640
ZNF56	19	19776574	19836181	59607
ZNF506	19	19792711	19821750	29039
ZNF682	19	20004418	20039505	35087
ZNF90	19	20078000	20121161	43161
ZNF738	19	21358930	21388582	29652
ZNF493	19	21397133	21427576	30443
ZNF729	19	22286441	22317176	30735
ZNF98	19	22391019	22422346	31327
GOLGA2P9	19	22596257	22603550	7293
LINC01785	19	22615557	22623971	8414
ZNF728	19	22974883	23003176	28293
LINC01859	19	23015075	23023697	8622
ZNF730	19	23117025	23147221	30196
ZNF724	19	23221599	23250394	28795
LINC01224	19	23399236	23416074	16838
LOC100505851	19	23949519	23957953	8434
LOC100420587	19	28435389	28727694	292305
LINC00906	19	28965131	28969148	4017
LINC01532	19	29002555	29013955	11400
ZNF536	19	30225592	30713586	487994
TSHZ3	19	31149876	31349436	199560
LINC01791	19	31167510	31207663	40153
ZNF507	19	32345610	32387667	42057
LOC400684	19	32390050	32405539	15489
PDCD5	19	32581190	32587453	6263
NUDT19	19	32691961	32713796	21835
SLC7A10	19	33208664	33225850	17186
ZNF599	19	34758073	34773215	15142
SCN1B	19	35030470	35040449	9979
FXYD1	19	35138824	35143109	4285
HAMP	19	35282528	35285142	2614
FFAR2	19	35448257	35451767	3510
RBM42	19	35629016	35637686	8670
KMT2B	19	35718019	35738880	20861
LINC01529	19	35788876	35797909	9033
APLP1	19	35868445	35879797	11352
NFKBID	19	35887952	35902303	14351
ZNF566	19	36445119	36489561	44442
ZNF529-AS1	19	36573070	36594716	21646
LINC01534	19	36685439	36687449	2010
LOC728485	19	36773153	36777078	3925
ZNF420	19	37078222	37130366	52144
ZNF383	19	37218214	37248740	30526
ZNF875	19	37312837	37364456	51619
ZNF793	19	37506939	37543333	36394
ZNF540	19	37551374	37614178	62804
LOC644554	19	37817411	37826638	9227
SIPA1L3	19	37907208	38208368	301160
PPP1R14A	19	38251237	38256374	5137
KCNK6	19	38319845	38332076	12231
CATSPERG	19	38335830	38370943	35113
FBXO27	19	39024021	39032549	8528
PAK4	19	39125786	39182816	57030
PLEKHG2	19	39412669	39428415	15746
RPS16	19	39433137	39435949	2812
TIMM50	19	39480838	39493779	12941
LGALS13	19	39602524	39607474	4950
CLC	19	39731255	39738029	6774
SERTAD3	19	40440841	40444335	3494
BLVRB	19	40447768	40465745	17977
NUMBL	19	40665906	40690651	24745
CYP2A6	19	40843541	40850447	6906
CYP2A13	19	41088451	41096195	7744
CYP2F1	19	41114432	41128381	13949
EXOSC5	19	41386374	41397359	10985
CEACAM5	19	41708626	41730421	21795
LYPD4	19	41837074	41844683	7609
DMRTC2	19	41845042	41852333	7291
ATP1A3	19	41966582	41994230	27648
ZNF574	19	42068477	42081567	13090
DEDD2	19	42198598	42220134	21536
MEGF8	19	42325635	42378763	53128
CNFN	19	42387019	42390297	3278
LOC101930071	19	42397128	42408452	11324
LIPE	19	42401514	42427388	25874
CXCL17	19	42428286	42442946	14660
PSG8-AS1	19	42821863	42826878	5015
PSG10P	19	42836997	42855718	18721
PSG2	19	43064209	43082701	18492
PSG9	19	43253282	43269530	16248
IRGC	19	43716076	43720017	3941
SMG9	19	43727983	43754962	26979
ZNF283	19	43827321	43852017	24696
LOC100505715	19	43891804	43901803	9999
ZNF226	19	44165062	44177685	12623
ZNF285	19	44382315	44401608	19293
ZNF229	19	44426251	44448578	22327
CEACAM22P	19	44537058	44556917	19859
CBLC	19	44777869	44800652	22783
APOC4-APOC2	19	44942238	44949565	7327
APOC2	19	44946051	44949565	3514
RELB	19	45001464	45038192	36728
CLASRP	19	45039045	45070956	31911
KLC3	19	45340750	45351519	10769
ERCC2	19	45351391	45370587	19196
CD3EAP	19	45406644	45410766	4122
RTN2	19	45485296	45497047	11751
GPR4	19	45589765	45602212	12447
IGFL2-AS1	19	46189029	46203062	14033
PPP5C	19	46347087	46390975	43888
CCDC8	19	46410329	46413564	3235
DACT3	19	46647551	46661182	13631
FKRP	19	46746057	46758575	12518
C5AR1	19	47309861	47322065	12204
BICRA	19	47608196	47703277	95081
EHD2	19	47713422	47743134	29712
SULT2A1	19	47870467	47886315	15848
SNAR-C5	19	47913051	47955801	42750
CARD8-AS1	19	48255675	48258193	2518
SYNGR4	19	48364367	48376377	12010
GRWD1	19	48445983	48457022	11039
FUT1	19	48748011	48755390	7379
HSD17B14	19	48813018	48836491	23473
DHDH	19	48933699	48944969	11270
GYS1	19	48968130	48993309	25179
NTF4	19	49061140	49063867	2727
SLC6A16	19	49289638	49325191	35553
CD37	19	49335406	49340604	5198
GFY	19	49426431	49428818	2387
PIH1D1	19	49446298	49451814	5516
ALDH16A1	19	49453225	49471050	17825
RPS11	19	49496434	49499708	3274
FCGRT	19	49512661	49526428	13767
MED25	19	49818279	49836980	18701
PTOV1-AS1	19	49838646	49851676	13030
TBC1D17	19	49877702	49888750	11048
NUP62	19	49906826	49929504	22678
SIGLEC16	19	49969664	49975814	6150
IZUMO2	19	50152548	50163281	10733
NAPSB	19	50333800	50344748	10948
NAPSA	19	50358477	50365639	7162
FAM71E1	19	50466788	50476848	10060
SYT3	19	50621977	50639881	17904
LOC105372441	19	50830530	50851143	20613
KLK3	19	50854915	50860764	5849
KLKP1	19	50882096	50896398	14302
KLK5	19	50943303	50953038	9735
KLK6	19	50958631	50969591	10960
KLK11	19	51022236	51027991	5755
CTU1	19	51097606	51108409	10803
LINC01872	19	51271266	51281234	9968
C19orf84	19	51388289	51390591	2302
LOC100129083	19	51415724	51418196	2472
SIGLEC6	19	51517819	51531670	13851
LINC01530	19	51591783	51594380	2597
SPACA6	19	51689382	51705190	15808
HAS1	19	51713112	51723991	10879
FPR1	19	51745172	51751897	6725
FPR3	19	51795157	51826190	31033
ZNF649	19	51889235	51905017	15782
ZNF350-AS1	19	51949134	51981367	32233
ZNF841	19	52058095	52095765	37670
ZNF766	19	52269587	52296046	26459
ZNF528-AS1	19	52388840	52397757	8917
ZNF808	19	52527656	52556336	28680
ZNF600	19	52764184	52786791	22607
ZNF320	19	52859491	52897694	38203
ZNF321P	19	52927135	52942594	15459
ZNF816-ZNF321P	19	52927135	52962911	35776
ZNF816	19	52949390	52962881	13491
ZNF702P	19	52968251	52993531	25280
ERVV-1	19	53014091	53016580	2489
ZNF160	19	53066614	53103434	36820
ZNF415	19	53107879	53132920	25041
ZNF665	19	53162424	53193358	30934
ZNF677	19	53235381	53254903	19522
ZNF845	19	53333719	53356906	23187
ZNF525	19	53365705	53386588	20883
ZNF765	19	53395133	53427321	32188
ZNF761	19	53431984	53458261	26277
ZNF813	19	53467733	53496255	28522
TNNI3	19	55151768	55157732	5964
PPP6R1	19	55229779	55259017	29238
HSPBP1	19	55262223	55280383	18160
KMT5C	19	55339876	55348121	8245
IL11	19	55364382	55370463	6081
SHISA7	19	55428738	55442863	14125
SSC5D	19	55488436	55519099	30663
SBK2	19	55528611	55537133	8522
ZNF579	19	55576774	55580848	4074
CCDC106	19	55647400	55653160	5760
NLRP5	19	55999726	56061808	62082
LINC01864	19	56066684	56078800	12116
GALP	19	56176008	56185775	9767
ZNF582	19	56382751	56393534	10783
ZNF582-AS1	19	56393676	56399175	5499
ZNF470	19	56567468	56582894	15426
PEG3	19	56810083	56840726	30643
ZNF460-AS1	19	57267193	57280334	13141
ZNF749	19	57435325	57447101	11776
ZNF772	19	57469586	57477566	7980
ZNF550	19	57541838	57559863	18025
ZNF530	19	57599885	57612721	12836
ZSCAN4	19	57668935	57679152	10217
ZNF587B	19	57830299	57846238	15939
ZNF417	19	57905774	57916592	10818
ZNF606	19	57977048	58003346	26298
ZNF8-ERVK3-1	19	58278966	58315657	36691
ERVK3-1	19	58305374	58315657	10283
ZNF497	19	58354357	58362751	8394
ZNF837	19	58367623	58381030	13407
ZNF446	19	58476352	58489533	13181
UBE2M	19	58555712	58558611	2899
CENPBD1P1	19	58575399	58584395	8996
SH3YL1	2	218136	264866	46730
LINC01865	2	316284	337054	20770
LINC01939	2	900216	905451	5235
RPS7	2	3575260	3580920	5660
DCDC2C	2	3703575	3848008	144433
LINC01249	2	4628218	4656222	28004
SOX11	2	5692384	5701385	9001
LOC400940	2	5981978	5988232	6254
RNF144A	2	6917412	7076367	158955
LOC101929452	2	7062727	7077880	15153
LOC101929551	2	7886767	7899655	12888
LINC00299	2	8007771	8328419	320648
KIDINS220	2	8721081	8837613	116532
ADAM17	2	9488486	9555830	67344
ODC1-DT	2	10449728	10455552	5824
NOL10	2	10570754	10689987	119233
RN7SL832P	2	10690010	10692095	2085
PDIA6	2	10783391	10837712	54321
C2orf50	2	11133128	11151317	18189
LINC00570	2	11393981	11403077	9096
E2F6	2	11444375	11466177	21802
MIR3681HG	2	12007116	12578348	571232
MYCNUT	2	15920399	15936018	15619
MYCN	2	15940550	15947003	6453
SMC6	2	17663812	17753829	90017
TTC32	2	19896631	19901983	5352
GDF7	2	20667144	20679241	12097
KLHL29	2	23385179	23708606	323427
NCOA1	2	24491254	24770701	279447
PTRHD1	2	24790267	24793382	3115
DNAJC27	2	24943636	24972094	28458
GAREM2	2	26173088	26189663	16575
HADHA	2	26190635	26244632	53997
SELENOI	2	26346143	26395885	49742
TRIM54	2	27282429	27307435	25006
ZNF512	2	27582969	27623217	40248
MRPL33	2	27771717	27779741	8024
FOSL2	2	28392858	28417317	24459
LOC100505774	2	28709050	28736205	27155
PPP1CB	2	28751748	28802940	51192
TOGARAM2	2	28981298	29061373	80075
GALNT14	2	30910465	31138440	227975
EHD3	2	31234152	31269451	35299
SPAST	2	32063611	32157637	94026
SLC30A6	2	32165841	32224379	58538
NLRC4	2	32224449	32265743	41294
BIRC6-AS2	2	32557521	32574818	17297
LINC01318	2	34067226	34069550	2324
LINC01320	2	34677557	34722563	45006
STRN	2	36837698	36966536	128838
HEATR5B	2	36980895	37084372	103477
EIF2AK2	2	37099210	37157047	57837
LINC01883	2	38431294	38433573	2279
ARHGEF33	2	38889882	38975452	85570
SOS1	2	38981549	39120463	138914
CDKL4	2	39168045	39243983	75938
MAP4K3-DT	2	39437416	39601344	163928
LINC01913	2	41877555	41894046	16491
PKDCC	2	42048021	42058516	10495
LINC02580	2	43097746	43102445	4699
ABCG8	2	43838971	43882988	44017
SLC3A1	2	44275480	44321492	46012
ATP6V1E2	2	46511847	46542577	30730
RHOQ	2	46542490	46584688	42198
SOCS5	2	46698960	46763128	64168
LINC01119	2	46827864	46859006	31142
CALM2	2	47160082	47176936	16854
FBXO11	2	47806920	47906498	99578
FOXN2	2	48314299	48379295	64996
GTF2A1L	2	48617780	48679611	61831
ERLEC1	2	53786931	53818819	31888
ACYP2	2	53971113	54305298	334185
LINC01813	2	56074654	56090382	15728
LINC01122	2	58520753	59063766	543013
LINC01793	2	59217708	59279400	61692
PAPOLG	2	60756268	60802086	45818
REL	2	60881574	60931612	50038
COMMD1	2	61888391	62141185	252794
TMEM17	2	62500219	62506195	5976
LOC100132215	2	63043966	63048521	4555
LOC100507006	2	64228401	64252531	24130
LINC01800	2	64846130	64863631	17501
ACTR2	2	65227695	65271256	43561
SPRED2	2	65310851	65432599	121748
LINC01798	2	66574030	66695588	121558
PROKR1	2	68643588	68655576	11988
ARHGAP25	2	68734811	68826825	92014
LOC107985770	2	69789550	69798998	9448
ASPRV1	2	69960091	69962265	2174
PCBP1-AS1	2	69962263	70087015	124752
SNRPG	2	70281362	70293771	12409
FAM136A	2	70295976	70302067	6091
CLEC4F	2	70808645	70820599	11954
VAX2	2	70900576	70933445	32869
ATP6V1B1	2	70935900	70965431	29531
ATP6V1B1-AS1	2	70942013	70948611	6598
ANKRD53	2	70978445	70985499	7054
MCEE	2	71109687	71130229	20542
PAIP2B	2	71182738	71227103	44365
DYSF	2	71453561	71686763	233202
EXOC6B	2	72175984	72826033	650049
CCT7	2	73234236	73253022	18786
SLC4A5	2	74216242	74343416	127174
DCTN1	2	74361154	74392087	30933
RTKN	2	74425835	74441937	16102
WBP1	2	74458438	74460881	2443
MOGS	2	74461057	74465382	4325
LBX2-AS1	2	74502593	74505065	2472
DQX1	2	74518131	74526231	8100
SEMA4F	2	74654228	74683854	29626
HK2	2	74834127	74893358	59231
POLE4	2	74958643	74970128	11485
TACR1	2	75046463	75199520	153057
EVA1A	2	75492318	75569719	77401
LINC01851	2	77915934	77918008	2074
LOC101927948	2	78088730	78127806	39076
LINC01815	2	81461359	81466946	5587
SUCLG1	2	84423528	84459280	35752
LINC01964	2	85064110	85067347	3237
TCF7L1	2	85133392	85310387	176995
TGOLN2	2	85318027	85327989	9962
RETSAT	2	85341955	85354528	12573
VAMP8	2	85577586	85582031	4445
TMEM150A	2	85598547	85602699	4152
GNLY	2	85694358	85698852	4494
ST3GAL5	2	85837120	85889034	51914
IMMT	2	86143932	86195770	51838
CD8B	2	86815337	86861924	46587
PLGLB2	2	87010465	87759475	749010
CYTOR	2	87455427	87521518	66091
KRCC1	2	88027205	88055783	28578
THNSL2	2	88170295	88186637	16342
TEX37	2	88524649	88529585	4936
LSP1P4	2	91636683	91659949	23266
GGT8P	2	91775342	91782127	6785
ANKRD20A8P	2	94760928	94857075	96147
LOC442028	2	94868685	94947342	78657
KCNIP3	2	95297347	95386077	88730
TRIM43	2	95592001	95599776	7775
ADRA2B	2	96112876	96116571	3695
CIAO1	2	96266225	96274162	7937
FER1L5	2	96642764	96704883	62119
CNNM4	2	96760902	96811873	50971
SEMA4C	2	96859718	96870080	10362
LOC101927053	2	96919106	96925837	6731
ANKRD36B	2	97504798	97589965	85167
C2orf15	2	99141613	99151465	9852
MITD1	2	99169263	99181061	11798
REV1	2	99400477	99490017	89540
PDCL3	2	100562993	100576739	13746
RPL31	2	101002229	101019693	17464
CREG2	2	101345550	101387503	41953
MAP4K4	2	101697703	101894690	196987
LINC01127	2	101983465	101985545	2080
TMEM182	2	102736935	102817679	80744
PANTR1	2	104805425	104853183	47758
MRPS9-AS2	2	104936241	105038496	102255
TGFBRAP1	2	105249408	105329735	80327
FHL2	2	105357716	105438529	80813
PLGLA	2	106382114	106391395	9281
RGPD3	2	106404680	106468345	63665
SLC5A7	2	107986524	108013993	27469
LINC01593	2	108049200	108052755	3555
GCC2-AS1	2	108507541	108534219	26678
EDAR	2	108894471	108989220	94749
SH3RF3	2	109129205	109504634	375429
MALL	2	110083870	110118139	34269
MTLN	2	110211529	110245420	33891
BCL2L11	2	111120914	111168445	47531
MERTK	2	111898607	112029558	130951
CKAP2L	2	112736351	112764609	28258
IL1B	2	112829756	112836779	7023
IL36G	2	112978006	112985657	7651
IL1F10	2	113067970	113075842	7872
PSD4	2	113173971	113209391	35420
PAX8	2	113215997	113278921	62924
CBWD2	2	113437691	113496204	58513
FOXD4L1	2	113499084	113501150	2066
WASH2P	2	113583653	113599036	15383
RPL23AP7	2	113611239	113627138	15899
ACTR3	2	113889934	113962596	72662
DPP10-AS3	2	114828341	114833548	5207
THORLNC	2	118182922	118186386	3464
LOC107105282	2	119476454	119487343	10889
TMEM185B	2	120217479	120223400	5921
CLASP1	2	121337776	121649462	311686
BIN1	2	127048023	127107154	59131
WDR33	2	127701031	127811187	110156
RAB6C	2	129979666	129982738	3072
CCDC74B	2	130139283	130145134	5851
FAR2P2	2	130416751	130428546	11795
ARHGEF4	2	130836914	131047253	210339
LOC440910	2	131279290	131299819	20529
NOC2LP2	2	131442161	131444894	2733
TUBA3D	2	131476119	131482934	6815
SMPD4BP	2	131492813	131521576	28763
CCDC74A	2	131527675	131533666	5991
LINC01945	2	131983786	132037900	54114
NCKAP5	2	132671790	133568463	896673
ACMSD	2	134838616	134902032	63416
MAP3K19	2	134964491	135024678	60187
DARS1	2	135905881	135985684	79803
DARS-AS1	2	135985176	136007542	22366
CXCR4	2	136114349	136118149	3800
LINC01832	2	138101884	138105905	4021
NXPH2	2	138669157	138780390	111233
KYNU	2	142877664	143055833	178169
LOC101928386	2	143937067	143964155	27088
LINC01412	2	144521868	144579434	57566
RND3	2	150468193	150487695	19502
RIF1	2	151409902	151482171	72269
NEB	2	151485339	151734487	249148
GALNT13	2	153871922	154454177	582255
LINC01876	2	156020535	156254931	234396
NR4A2	2	156324437	156332721	8284
FAM133DP	2	157378491	157380509	2018
ACVR1C	2	157526767	157628864	102097
UPP2	2	157995179	158136154	140975
CCDC148	2	158171073	158456753	285680
PKP4	2	158456880	158682888	226008
DAPL1	2	158795317	158815990	20673
LOC101929532	2	162114441	162172733	58292
FAP	2	162170684	162243445	72761
IFIH1	2	162267074	162318684	51610
KCNH7	2	162371407	162838767	467360
LOC101929633	2	164840749	164849396	8647
TTC21B	2	165873362	165953776	80414
XIRP2-AS1	2	167122809	167140955	18146
LRP2	2	169127109	169362534	235425
PPIG	2	169584351	169641405	57054
PHOSPHO2-KLHL23	2	169694469	169751878	57409
LINC01124	2	170712439	170714567	2128
CYBRD1	2	171522233	171558129	35896
SLC25A12	2	171783405	171894306	110901
METAP1D	2	171999953	172082429	82476
ITGA6	2	172427336	172506458	79122
PDK1	2	172555373	172625623	70250
RAPGEF4-AS1	2	172723190	172736206	13016
CDCA7	2	173354872	173368993	14121
SP9	2	174334954	174338500	3546
GPR155	2	174431572	174487088	55516
LNPK	2	175923882	176002820	78938
HOXD11	2	176107280	176109754	2474
HOXD-AS2	2	176134841	176137098	2257
NFE2L2	2	177230303	177265131	34828
LOC100130691	2	177283508	177392691	109183
OSBPL6	2	178194481	178402893	208412
CHROMR	2	178413659	178440243	26584
PJVK	2	178451378	178462102	10724
PLEKHA3	2	178480457	178516463	36006
SESTD1	2	179101678	179264832	163154
CWC22	2	179944876	180007297	62421
ITPRID2	2	181891730	181930737	39007
LOC105373782	2	185164954	185167072	2118
LINC01473	2	186033534	186086317	52783
FAM171B	2	186694060	186765959	71899
TFPI	2	187464231	187554505	90274
GULP1	2	188291874	188595925	304051
ASNSD1	2	189661399	189670831	9432
ANKAR	2	189675985	189746650	70665
OSGEPL1-AS1	2	189762780	189765556	2776
NEMP2	2	190504338	190534722	30384
GLS	2	190880821	190965544	84723
STAT1	2	190969036	191014250	45214
LOC105373805	2	191021526	191032314	10788
STAT4	2	191029576	191151596	122020
MYO1B	2	191245404	191425386	179982
LOC729254	2	191792840	191820249	27409
PCGEM1	2	192749845	192776899	27054
C2orf66	2	196804415	196810276	5861
PGAP1	2	196833004	196926707	93703
HSPD1	2	197486584	197500274	13690
HSPE1-MOB4	2	197500379	197553699	53320
TYW5	2	199928913	199955491	26578
MAIP1	2	199955317	199964117	8800
KCTD18	2	200488961	200510068	21107
AOX3P-AOX2P	2	200695723	200794915	99192
NDUFB3	2	201072001	201085750	13749
TMEM237	2	201620186	201643503	23317
MPP4	2	201644874	201698644	53770
FAM117B	2	202634969	202769757	134788
WDR12	2	202874263	202911673	37410
CARF	2	202912218	202988263	76045
ABI2	2	203328394	203432169	103775
CTLA4	2	203867771	203873965	6194
NRP2	2	205682500	205798131	115631
ADAM23	2	206443532	206621127	177595
DYTN	2	206651621	206718396	66775
MDH1B	2	206737765	206765328	27563
MYOSLID-AS1	2	207186690	207254316	67626
LINC01802	2	207260445	207271064	10619
CCNYL1	2	207711540	207756172	44632
PTH2R	2	208359692	208494506	134814
MYL1	2	210290150	210315174	25024
LINC01878	2	212795331	212819263	23932
VWC2L	2	214411054	214578975	167921
MREG	2	215942584	216034096	91512
PECR	2	216038388	216081809	43421
LINC01963	2	216216889	216220192	3303
MARCHF4	2	216257865	216372483	114618
IGFBP5	2	216672105	216695549	23444
CXCR1	2	218162841	218166962	4121
ARPC2	2	218217189	218254348	37159
SLC11A1	2	218382273	218396894	14621
STK36	2	218672086	218702717	30631
CDK5R2	2	218959666	218962155	2489
SLC23A3	2	219161466	219170029	8563
DNAJB2	2	219279366	219286895	7529
DNPEP	2	219372043	219400007	27964
ASIC4	2	219514170	219538772	24602
EPHA4	2	221418027	221574202	156175
CT75	2	222318471	222357910	39439
AP1S3	2	223755326	223837582	82256
MRPL44	2	223957463	223967714	10251
DOCK10	2	224765090	225042468	277378
COL4A4	2	227002716	227164205	161489
SP140L	2	230327171	230403732	76561
LINC01907	2	230690921	230700529	9608
SPATA3-AS1	2	230984368	230996032	11664
HTR2B	2	231108230	231125042	16812
NMUR1	2	231523187	231530445	7258
ECEL1	2	232479827	232487834	8007
NGEF	2	232878702	233013256	134554
LOC101928881	2	233012614	233015885	3271
NEU2	2	233032672	233035057	2385
DGKD	2	233354494	233472098	117604
USP40	2	233475092	233566782	91690
LINC01891	2	234444590	234454595	10005
ACKR3	2	236569825	236582351	12526
COPS8	2	237085441	237100474	15033
MLPH	2	237486410	237555322	68912
RAB17	2	237574326	237590734	16408
UBE2F	2	237966945	238042782	75837
ERFE	2	238158970	238168890	9920
ASB1	2	238426927	238452250	25323
TWIST2	2	238848085	238910534	62449
LINC01940	2	238919302	238926269	6967
GPC1	2	240435663	240468076	32413
AQP12B	2	240676418	240682885	6467
AQP12A	2	240691866	240698483	6617
KIF1A	2	240713764	240820308	106544
ANO7	2	241188677	241225975	37298
HDLBP	2	241227264	241315842	88578
FARP2	2	241356285	241494841	138556
THAP4	2	241584405	241637158	52753
ING5	2	241687020	241729477	42457
ZCCHC3	20	297570	300319	2749
RBCK1	20	408050	432137	24087
SLC52A3	20	760080	775985	15905
RSPO4	20	958453	1002311	43858
RAD21L1	20	1226120	1254501	28381
SNPH	20	1266294	1309327	43033
SDCBP2	20	1309911	1329139	19228
FKBP1A-SDCBP2	20	1309911	1393172	83261
SIRPG	20	1629152	1657779	28627
PDYN-AS1	20	1947210	2007517	60307
TGM6	20	2380901	2432753	51852
TMC2	20	2536607	2641784	105177
NOP56	20	2652632	2658393	5761
TMEM239	20	2816302	2820284	3982
VPS16	20	2840697	2866732	26035
MRPS26	20	3046052	3048250	2198
FASTKD5	20	3146519	3159865	13346
DDRGK1	20	3190350	3204682	14332
ADAM33	20	3667965	3682690	14725
C20orf27	20	3753499	3768388	14889
LINC01433	20	4193090	4195953	2863
SLC23A2	20	4852358	5010313	157955
PROKR2	20	5301200	5316732	15532
LOC643406	20	5471196	5477134	5938
CHGB	20	5911510	5925353	13843
MCM8	20	5950652	5998971	48319
BMP2	20	6767686	6780246	12560
JAG1	20	10637684	10673999	36315
LOC339593	20	11266659	11273383	6724
